Atomosphere of build,Same Layer Scanned?,Build Direction [degrees],Power [W],Velocity [m/s],Hatch Spacing [μm],Beam Diameter [μm],d90 [um],Nucleants,Powder Shape [0-1],Powder Layer Thickness [μm],Atomization Atomosphere,Powder Recycled How Many Times?,Initial Powder Bed Temperature [K],Substrate/Platform Temperature [K],Printability Evaluation,Surface Energy Density [J/mm2],Linear Energy Density [J/mm],Volume Energy Density [J/mm3]
Nitrogen,1,90,370.0,0.4,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,8409.09090909091,925.0,420454.54545454547
Nitrogen,1,90,370.0,0.5,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,6727.272727272727,740.0,336363.6363636364
Nitrogen,1,90,350.0,0.1,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,31818.18181818182,3500.0,1590909.090909091
Nitrogen,1,90,350.0,0.2,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,15909.09090909091,1750.0,795454.5454545455
Nitrogen,1,90,350.0,0.3,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,10606.060606060606,1166.6666666666667,530303.0303030303
Nitrogen,1,90,350.0,0.4,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,7954.545454545455,875.0,397727.27272727276
Nitrogen,1,90,350.0,0.5,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,6363.636363636364,700.0,318181.81818181823
Nitrogen,1,90,330.0,0.1,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,30000.0,3300.0,1500000.0000000002
Nitrogen,1,90,330.0,0.2,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,15000.0,1650.0,750000.0000000001
Nitrogen,1,90,330.0,0.3,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,10000.0,1100.0,500000.0
Nitrogen,1,90,330.0,0.4,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,7500.0,825.0,375000.00000000006
Nitrogen,1,90,330.0,0.5,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,6000.0,660.0,300000.00000000006
Nitrogen,1,90,300.0,0.1,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,27272.727272727276,3000.0,1363636.3636363638
Nitrogen,1,90,300.0,0.2,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,13636.363636363638,1500.0,681818.1818181819
Nitrogen,1,90,300.0,0.3,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,9090.90909090909,1000.0,454545.45454545453
Nitrogen,1,90,300.0,0.4,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,6818.181818181819,750.0,340909.09090909094
Nitrogen,1,90,300.0,0.5,110.0,100.0,45.0,0,1,20.0,Gas,0.0,298.0,298.0,Success,5454.545454545455,600.0,272727.27272727276
Argon,1,90,271.0,0.21,90.0,80.0,41.3,0,1,90.0,Gas,0.0,298.0,298.0,Fail,14338.624338624339,1290.4761904761906,159318.04820693712
Nitrogen,>=2,90,60.0,0.12,120.0,70.0,37.6,0,1,40.0,Gas,0.0,298.0,298.0,Success,4166.666666666667,500.0,104166.66666666666
Argon,1,x-y,50.0,0.125,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,8000.0,400.0,133333.33333333334
Argon,1,x-y,85.0,0.05,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,34000.0,1700.0,566666.6666666667
Argon,1,x-y,85.0,0.2,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,8500.0,425.0,141666.6666666667
Argon,1,x-y,100.0,0.3,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,6666.666666666667,333.33333333333337,111111.11111111111
Argon,1,x-y,120.0,0.125,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,19200.0,960.0,320000.0
Argon,1,x-y,150.0,0.15,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,20000.0,1000.0,333333.3333333333
Argon,1,x-y,150.0,0.45,50.0,85.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,6666.666666666667,333.3333333333333,111111.11111111112
Argon,1,x-y,200.0,0.3,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,13333.333333333334,666.6666666666667,222222.22222222222
Argon,1,x-y,50.0,0.05,50.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,20000.0,1000.0,333333.3333333334
Argon,1,x-y,50.0,0.2,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,3333.3333333333335,250.0,55555.555555555555
Argon,1,x-y,85.0,0.125,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,9066.666666666668,680.0,151111.11111111112
Argon,1,x-y,100.0,0.15,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,8888.888888888889,666.6666666666667,148148.14814814818
Argon,1,x-y,100.0,0.45,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,2962.9629629629626,222.22222222222223,49382.71604938272
Argon,1,x-y,120.0,0.05,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,32000.0,2400.0,533333.3333333334
Argon,1,x-y,120.0,0.2,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,8000.0,600.0,133333.33333333334
Argon,1,x-y,150.0,0.3,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,6666.666666666667,500.0,111111.11111111112
Argon,1,x-y,200.0,0.15,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,17777.777777777777,1333.3333333333335,296296.29629629635
Argon,1,x-y,200.0,0.45,75.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,5925.925925925925,444.44444444444446,98765.43209876544
Argon,1,x-y,50.0,0.125,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,4000.0,400.0,66666.66666666667
Argon,1,x-y,85.0,0.05,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,17000.0,1700.0,283333.3333333334
Argon,1,x-y,85.0,0.2,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,4250.0,425.0,70833.33333333334
Argon,1,x-y,100.0,0.3,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,3333.3333333333335,333.33333333333337,55555.555555555555
Argon,1,x-y,120.0,0.125,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,9600.0,960.0,160000.0
Argon,1,x-y,150.0,0.15,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,10000.0,1000.0,166666.66666666666
Argon,1,x-y,150.0,0.45,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,3333.3333333333335,333.3333333333333,55555.55555555556
Nitrogen,1,x-y,200.0,0.3,100.0,82.0,82.2,0,1,60.0,Argon,0.0,298.0,298.0,Fail,6666.666666666667,666.6666666666667,111111.11111111111
Argon,1,90,200.0,0.1,300.0,500.0,78.36,0,1,200.0,Gas,0.0,298.0,298.0,Success,6666.666666666667,2000.0,33333.333333333336
Argon,1,90,200.0,0.1,300.0,500.0,74.52,0,1,200.0,Gas,0.0,298.0,298.0,Success,6666.666666666667,2000.0,33333.333333333336
Argon,1,90,200.0,0.1,300.0,500.0,70.68,0,1,200.0,Gas,0.0,298.0,298.0,Success,6666.666666666667,2000.0,33333.333333333336
Argon,1,90,200.0,0.1,300.0,500.0,66.84,0,1,200.0,Gas,0.0,298.0,298.0,Success,6666.666666666667,2000.0,33333.333333333336
Argon,1,z direction,195.0,0.8,200.0,100.0,63.0,0,1,30.0,Gas,0.0,298.0,308.15,Success,1218.75,243.75,40625.0
Argon,1,z direction,195.0,0.8,250.0,100.0,63.0,0,1,30.0,Gas,0.0,298.0,308.15,Fail,975.0,243.75,32500.0
Argon,1,z direction,195.0,1.2,200.0,100.0,63.0,0,1,30.0,Gas,0.0,298.0,308.15,Fail,812.5,162.5,27083.333333333336
Argon,1,z direction,135.0,1.2,200.0,100.0,63.0,0,1,30.0,Gas,0.0,298.0,308.15,Fail,562.5,112.5,18750.0
Argon,1,z direction,195.0,0.8,250.0,100.0,63.0,0,1,30.0,Gas,0.0,298.0,308.15,Success,975.0,243.75,32500.0
Argon,1,z direction,195.0,1.2,200.0,100.0,63.0,0,1,30.0,Gas,0.0,298.0,308.15,Success,812.5,162.5,27083.333333333336
Argon,1,90,400.0,0.25,100.0,80.0,127.2,0,1,100.0,Gas,0.0,298.0,298.0,Fail,16000.0,1600.0,160000.0
Argon,1,90,200.0,0.8,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2272.727272727273,250.0,45454.54545454546
Argon,1,90,200.0,1.2,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1515.151515151515,166.66666666666669,30303.030303030304
Argon,1,90,200.0,2.0,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,909.0909090909091,100.0,18181.818181818184
Argon,1,90,250.0,0.8,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2840.909090909091,312.5,56818.18181818182
Argon,1,90,250.0,1.2,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1893.9393939393938,208.33333333333334,37878.78787878788
Argon,1,90,250.0,1.6,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1420.4545454545455,156.25,28409.09090909091
Argon,1,90,250.0,2.0,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1136.3636363636363,125.0,22727.272727272728
Argon,1,90,300.0,0.8,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3409.0909090909095,375.0,68181.81818181819
Argon,1,90,300.0,1.2,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2272.7272727272725,250.0,45454.545454545456
Argon,1,90,300.0,1.6,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1704.5454545454547,187.5,34090.909090909096
Argon,1,90,300.0,2.0,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1363.6363636363637,150.0,27272.727272727276
Argon,1,90,350.0,0.8,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3977.2727272727275,437.5,79545.45454545456
Argon,1,90,350.0,1.2,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2651.5151515151515,291.6666666666667,53030.30303030303
Argon,1,90,350.0,1.6,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1988.6363636363637,218.75,39772.72727272728
Argon,1,90,350.0,2.0,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1590.909090909091,175.0,31818.18181818182
Argon,1,90,400.0,0.8,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4545.454545454546,500.0,90909.09090909093
Argon,1,90,400.0,1.2,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3030.30303030303,333.33333333333337,60606.06060606061
Argon,1,90,400.0,1.0,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3636.3636363636365,400.0,72727.27272727274
Argon,1,90,400.0,1.6,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2272.727272727273,250.0,45454.54545454546
Argon,1,90,400.0,2.0,110.0,80.0,85.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1818.1818181818182,200.0,36363.63636363637
Argon,1,90,300.0,0.4,80.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,9375.0,750.0,234375.00000000003
Argon,1,90,300.0,0.6,60.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,8333.333333333332,500.0,208333.33333333334
Argon,1,90,300.0,0.6,80.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,6250.0,500.0,156250.0
Argon,1,90,300.0,0.6,100.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,5000.0,500.0,125000.00000000001
Argon,1,90,300.0,0.6,120.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,4166.666666666666,500.0,104166.66666666667
Argon,1,90,300.0,0.8,80.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,4687.5,375.0,117187.50000000001
Argon,1,90,300.0,1.0,80.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,3750.0,300.0,93750.00000000001
Argon,1,90,300.0,1.2,80.0,100.0,45.3,0,1,40.0,Argon,0.0,298.0,298.0,Fail,3125.0,250.0,78125.0
Argon,1,90,160.0,1.5,50.0,75.0,45.904761904761905,0,1,40.0,Gas,0.0,298.0,298.0,Fail,2133.3333333333335,106.66666666666667,53333.333333333336
Argon,1,90,180.0,1.5,50.0,75.0,46.509523809523806,0,1,40.0,Gas,0.0,298.0,298.0,Success,2400.0,120.0,60000.0
Argon,1,90,190.0,1.5,50.0,75.0,47.114285714285714,0,1,40.0,Gas,0.0,298.0,298.0,Success,2533.3333333333335,126.66666666666667,63333.33333333333
Argon,1,90,250.0,1.5,50.0,75.0,47.719047619047615,0,1,40.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,166.66666666666666,83333.33333333333
Argon,1,90,220.0,2.0,50.0,75.0,48.32380952380952,0,1,40.0,Gas,0.0,298.0,298.0,Fail,2200.0,110.0,55000.0
Argon,1,90,240.0,2.0,50.0,75.0,48.92857142857143,0,1,40.0,Gas,0.0,298.0,298.0,Success,2400.0,120.0,60000.0
Argon,1,90,270.0,2.0,50.0,75.0,49.53333333333333,0,1,40.0,Gas,0.0,298.0,298.0,Success,2700.0,135.0,67500.0
Argon,1,90,240.0,2.5,50.0,75.0,50.13809523809524,0,1,40.0,Gas,0.0,298.0,298.0,Fail,1920.0,96.0,48000.0
Argon,1,90,260.0,2.5,50.0,75.0,50.74285714285714,0,1,40.0,Gas,0.0,298.0,298.0,Fail,2080.0,104.0,52000.0
